,available boarding points,departure time,travel date,bus_co,created_at,destination,origin,price,search_date,search_destination,search_origin,seats_remaining
0,Jkia @ Paul's Cafe,08:15 AM,"Thu,Aug 22,2019",East African Shuttles,2019-08-21 13:01:42.029723,Arusha,Nairobi,2500,2019-08-22,Arusha,Nairobi,22.0
1,Jkia @ Paul's Cafe,02:00 PM,"Thu,Aug 22,2019",East African Shuttles,2019-08-21 13:01:42.029742,Arusha,Nairobi,2500,2019-08-22,Arusha,Nairobi,22.0
2,SIRARE,08:00 AM,"Thu,Aug 22,2019",EasyCoach,2019-08-21 13:01:45.207016,Awendo,Sirare,1000,2019-08-22,Awendo,Sirare,26.0
3,SIRARE,07:30 PM,"Thu,Aug 22,2019",EasyCoach,2019-08-21 13:01:45.207036,Awendo,Sirare,1000,2019-08-22,Awendo,Sirare,31.0
4,Amagoro,07:10 PM,"Thu,Aug 22,2019",Greenline,2019-08-21 13:01:47.920880,Nakuru,Kimaiti,700,2019-08-22,Nakuru,Kimaiti,66.0
5,Amagoro,08:30 PM,"Thu,Aug 22,2019",Greenline,2019-08-21 13:01:47.920901,Nakuru,Kimaiti,800,2019-08-22,Nakuru,Kimaiti,48.0
6,KERICHO,12:00 PM,"Thu,Aug 22,2019",EasyCoach,2019-08-21 13:02:00.707115,Kisumu,Kericho,1400,2019-08-22,Kisumu,Kericho,10.0
7,KERICHO,12:30 PM,"Thu,Aug 22,2019",EasyCoach,2019-08-21 13:02:00.707133,Kisumu,Kericho,1400,2019-08-22,Kisumu,Kericho,10.0
8,KERICHO,12:45 PM,"Thu,Aug 22,2019",EasyCoach,2019-08-21 13:02:00.707136,Kisumu,Kericho,1400,2019-08-22,Kisumu,Kericho,12.0
9,KERICHO,01:00 PM,"Thu,Aug 22,2019",EasyCoach,2019-08-21 13:02:00.707138,Kisumu,Kericho,1400,2019-08-22,Kisumu,Kericho,19.0
10,KERICHO,02:00 PM,"Thu,Aug 22,2019",EasyCoach,2019-08-21 13:02:00.707141,Kisumu,Kericho,1400,2019-08-22,Kisumu,Kericho,25.0
11,KERICHO,03:00 PM,"Thu,Aug 22,2019",EasyCoach,2019-08-21 13:02:00.707143,Kisumu,Kericho,1400,2019-08-22,Kisumu,Kericho,29.0
12,KERICHO,06:00 PM,"Thu,Aug 22,2019",EasyCoach,2019-08-21 13:02:00.707145,Kisumu,Kericho,1400,2019-08-22,Kisumu,Kericho,28.0
13,Cheptais,05:00 PM,"Thu,Aug 22,2019",Greenline,2019-08-21 13:02:04.930532,Westlands,Cheptais,900,2019-08-22,Westlands,Cheptais,66.0
14,Cheptais,05:30 PM,"Thu,Aug 22,2019",Greenline,2019-08-21 13:02:04.930551,Westlands,Cheptais,900,2019-08-22,Westlands,Cheptais,66.0
15,Cheptais,06:00 PM,"Thu,Aug 22,2019",Greenline,2019-08-21 13:02:04.930554,Westlands,Cheptais,700,2019-08-22,Westlands,Cheptais,67.0
16,Cheptais,07:00 PM,"Thu,Aug 22,2019",Greenline,2019-08-21 13:02:04.930556,Westlands,Cheptais,700,2019-08-22,Westlands,Cheptais,67.0
17,Cheptais,07:10 PM,"Thu,Aug 22,2019",Greenline,2019-08-21 13:02:04.930559,Westlands,Cheptais,700,2019-08-22,Westlands,Cheptais,48.0
